1  257974:1.000000 
2  31200:1.000000 
3  222676:1.000000 
4  229066:1.000000 
5  61561:1.000000 171194:1.000000 
6  13946:1.000000 
7  257974:1.000000 
8  167751:1.000000 253544:1.000000 
9  31200:1.000000 
10  222676:1.000000 
11  229066:1.000000 
12  61561:1.000000 171194:1.000000 
13  13946:1.000000 
14  257974:1.000000 
15  31200:1.000000 
16  23966:1.000000 102718:1.000000 
17  222676:1.000000 
18  229066:1.000000 
19  61561:1.000000 171194:1.000000 
20  13946:1.000000 
21  31200:1.000000 
22  222676:1.000000 
23  102718:1.000000 
24  229066:1.000000 
25  61561:1.000000 171194:1.000000 
26  13946:1.000000 
27  31200:1.000000 
28  222676:1.000000 
29  229066:1.000000 
30  61561:1.000000 171194:1.000000 
31  13946:1.000000 
32  31200:1.000000 
33  229066:1.000000 
34  61561:1.000000 171194:1.000000 
35  13946:1.000000 
36  102718:1.000000 
37  31200:1.000000 
38  111236:1.000000 
39  229066:1.000000 
40  61561:1.000000 171194:1.000000 
41  13946:1.000000 
42  31200:1.000000 
43  111236:1.000000 
44  229066:1.000000 
45  61561:1.000000 171194:1.000000 
46  13946:1.000000 
47  31200:1.000000 
48  111236:1.000000 
49  229066:1.000000 
50  257714:1.000000 
51  61561:1.000000 171194:1.000000 
52  13946:1.000000 
53  31200:1.000000 
54  111236:1.000000 
55  229066:1.000000 
56  61561:1.000000 171194:1.000000 
57  13946:1.000000 
58  31200:1.000000 
59  257714:1.000000 
60  102718:1.000000 
61  257714:1.000000 
62  257714:1.000000 
63  102718:1.000000 
64  111236:1.000000 
65  257714:1.000000 
66  257714:1.000000 
67  102718:1.000000 
68  257714:1.000000 
69  257714:1.000000 
70  102718:1.000000 
71  257714:1.000000 
72  257714:1.000000 
73  102718:1.000000 
74  102718:1.000000 
75  257714:1.000000 
76  257714:1.000000 
77  111236:1.000000 
78  68079:1.000000 
79  257714:1.000000 
80  257714:1.000000 
81  68079:1.000000 
82  257714:1.000000 
83  257714:1.000000 
84  102718:1.000000 
85  68079:1.000000 
86  102718:1.000000 
87  257714:1.000000 
88  257714:1.000000 
89  111236:1.000000 
90  68079:1.000000 
91  102718:1.000000 
92  257714:1.000000 
93  68079:1.000000 
94  102718:1.000000 
95  253544:1.000000 
96  102718:1.000000 
97  111236:1.000000 
98  68079:1.000000 
99  102718:1.000000 
100  253544:1.000000 
101  111236:1.000000 
102  257974:1.000000 
103  68079:1.000000 
104  102718:1.000000 
105  253544:1.000000 
106  111236:1.000000 
107  23387:1.000000 
108  111236:1.000000 
109  68079:1.000000 
110  102718:1.000000 
111  253544:1.000000 
112  111236:1.000000 
113  23387:1.000000 
114  68079:1.000000 
115  102718:1.000000 
116  253544:1.000000 
117  111236:1.000000 
118  102718:1.000000 
119  23387:1.000000 
120  68079:1.000000 
121  102718:1.000000 
122  253544:1.000000 
123  111236:1.000000 
124  257974:1.000000 
125  23387:1.000000 
126  102718:1.000000 
127  253544:1.000000 
128  111236:1.000000 
129  23387:1.000000 
130  102718:1.000000 
131  253544:1.000000 
132  111236:1.000000 
133  23387:1.000000 
134  30481:1.000000 
135  253544:1.000000 
136  111236:1.000000 
137  102718:1.000000 
138  23387:1.000000 
139  30481:1.000000 
140  139055:1.000000 
141  114868:1.000000 258488:1.000000 
142  253544:1.000000 
143  111236:1.000000 
144  257974:1.000000 
145  23387:1.000000 
146  30481:1.000000 
147  139055:1.000000 
148  114868:1.000000 258488:1.000000 
149  165939:1.000000 
150  111236:1.000000 
151  102718:1.000000 
152  23387:1.000000 
153  30481:1.000000 
154  139055:1.000000 
155  114868:1.000000 258488:1.000000 
156  165939:1.000000 
157  257974:1.000000 
158  23387:1.000000 
159  30481:1.000000 
160  139055:1.000000 
161  114868:1.000000 258488:1.000000 
162  165939:1.000000 
163  23387:1.000000 
164  30481:1.000000 
165  139055:1.000000 
166  114868:1.000000 258488:1.000000 
167  165939:1.000000 
168  111236:1.000000 
169  30481:1.000000 
170  139055:1.000000 
171  114868:1.000000 258488:1.000000 
172  102718:1.000000 
173  165939:1.000000 
174  111236:1.000000 
175  139055:1.000000 
176  114868:1.000000 
177  30481:1.000000 
178  139055:1.000000 
179  114868:1.000000 258488:1.000000 
180  165939:1.000000 
181  102718:1.000000 
182  111236:1.000000 
183  139055:1.000000 
184  114868:1.000000 
185  30481:1.000000 
186  139055:1.000000 
187  114868:1.000000 258488:1.000000 
188  165939:1.000000 
189  111236:1.000000 
190  257974:1.000000 
191  139055:1.000000 
192  114868:1.000000 
193  149562:1.000000 
194  30481:1.000000 
195  139055:1.000000 
196  114868:1.000000 258488:1.000000 
197  165939:1.000000 
198  111236:1.000000 
199  139055:1.000000 
200  114868:1.000000 
201  149562:1.000000 
202  165939:1.000000 197994:1.000000 
203  139055:1.000000 
204  114868:1.000000 258488:1.000000 
205  102718:1.000000 
206  165939:1.000000 
207  111236:1.000000 
208  139055:1.000000 
209  114868:1.000000 
210  149562:1.000000 
211  165939:1.000000 197994:1.000000 
212  102718:1.000000 
213  165939:1.000000 
214  111236:1.000000 
215  139055:1.000000 
216  114868:1.000000 
217  149562:1.000000 
218  165939:1.000000 197994:1.000000 
219  257974:1.000000 
220  165939:1.000000 
221  111236:1.000000 
222  139055:1.000000 
223  114868:1.000000 
224  149562:1.000000 
225  165939:1.000000 197994:1.000000 
226  111236:1.000000 
227  139055:1.000000 
228  114868:1.000000 
229  149562:1.000000 
230  165939:1.000000 197994:1.000000 
231  111236:1.000000 
232  139055:1.000000 
233  102718:1.000000 
234  111236:1.000000 
235  114868:1.000000 
236  149562:1.000000 
237  165939:1.000000 197994:1.000000 
238  139055:1.000000 
239  114868:1.000000 
240  149562:1.000000 
241  102718:1.000000 
242  165939:1.000000 197994:1.000000 
243  149562:1.000000 
244  165939:1.000000 197994:1.000000 
245  23387:1.000000 106051:1.000000 
246  149562:1.000000 
247  257974:1.000000 
248  165939:1.000000 197994:1.000000 
249  23387:1.000000 106051:1.000000 
250  165939:1.000000 197994:1.000000 
251  23387:1.000000 106051:1.000000 
252  23387:1.000000 106051:1.000000 
253  25724:1.000000 165939:1.000000 174557:1.000000 180524:1.000000 224808:1.000000 
254  23387:1.000000 106051:1.000000 
255  102718:1.000000 
256  25724:1.000000 165939:1.000000 174557:1.000000 180524:1.000000 224808:1.000000 
257  23387:1.000000 106051:1.000000 
258  25724:1.000000 165939:1.000000 174557:1.000000 180524:1.000000 224808:1.000000 
259  23387:1.000000 106051:1.000000 
260  167751:1.000000 253544:1.000000 
261  25724:1.000000 165939:1.000000 174557:1.000000 180524:1.000000 224808:1.000000 
262  23387:1.000000 106051:1.000000 
263  25724:1.000000 165939:1.000000 174557:1.000000 180524:1.000000 224808:1.000000 
264  216995:1.000000 
265  23966:1.000000 102718:1.000000 
266  23387:1.000000 106051:1.000000 
267  25724:1.000000 165939:1.000000 174557:1.000000 180524:1.000000 224808:1.000000 
268  216995:1.000000 
269  23387:1.000000 106051:1.000000 
270  102718:1.000000 
271  25724:1.000000 165939:1.000000 174557:1.000000 180524:1.000000 224808:1.000000 
272  216995:1.000000 
273  25724:1.000000 165939:1.000000 174557:1.000000 180524:1.000000 224808:1.000000 
274  216995:1.000000 
275  102718:1.000000 
276  25724:1.000000 165939:1.000000 174557:1.000000 180524:1.000000 224808:1.000000 
277  216995:1.000000 
278  25724:1.000000 165939:1.000000 174557:1.000000 180524:1.000000 224808:1.000000 
279  216995:1.000000 
280  118759:1.000000 
281  257974:1.000000 
282  25724:1.000000 165939:1.000000 174557:1.000000 180524:1.000000 224808:1.000000 
283  216995:1.000000 
284  118759:1.000000 
285  216995:1.000000 
286  118759:1.000000 
287  216995:1.000000 
288  118759:1.000000 
289  216995:1.000000 
290  118759:1.000000 
291  23955:1.000000 
292  216995:1.000000 
293  118759:1.000000 
294  23955:1.000000 
295  5934:1.000000 165939:2.000000 
296  118759:1.000000 
297  102718:1.000000 
298  23955:1.000000 
299  5934:1.000000 165939:2.000000 
300  169505:1.000000 
301  118759:1.000000 
302  23955:1.000000 
303  5934:1.000000 165939:2.000000 
304  169505:1.000000 
305  234467:1.000000 
306  167751:1.000000 253544:1.000000 
307  118759:1.000000 
308  23955:1.000000 
309  5934:1.000000 165939:2.000000 
310  169505:1.000000 
311  234467:1.000000 
312  142329:1.000000 158420:1.000000 
313  118759:1.000000 
314  23955:1.000000 
315  5934:1.000000 165939:2.000000 
316  23966:1.000000 102718:1.000000 
317  169505:1.000000 
318  234467:1.000000 
319  142329:1.000000 158420:1.000000 
320  28271:1.000000 
321  23955:1.000000 
322  5934:1.000000 165939:2.000000 
323  169505:1.000000 
324  234467:1.000000 
325  102718:1.000000 
326  142329:1.000000 158420:1.000000 
327  28271:1.000000 
328  23955:1.000000 
329  5934:1.000000 165939:2.000000 
330  169505:1.000000 
331  234467:1.000000 
332  142329:1.000000 158420:1.000000 
333  28271:1.000000 
334  257974:1.000000 
335  23955:1.000000 
336  5934:1.000000 165939:2.000000 
337  169505:1.000000 
338  234467:1.000000 
339  142329:1.000000 158420:1.000000 
340  28271:1.000000 
341  23955:1.000000 
342  5934:1.000000 165939:2.000000 
343  169505:1.000000 
344  234467:1.000000 
345  142329:1.000000 158420:1.000000 
346  28271:1.000000 
347  176814:1.000000 
348  118759:1.000000 213294:1.000000 
349  23955:1.000000 
350  5934:1.000000 165939:2.000000 
351  102718:1.000000 
352  169505:1.000000 
353  234467:1.000000 
354  142329:1.000000 158420:1.000000 
